route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,exact_times
"12-203-7-sj2-1","2502","2037","Dalmeny PS to Prestons","School buses","712","00B5EF","FFFFFF","1"
"12-203-8-sj2-1","2502","2038","William Carey Christian School to Camden","School buses","712","00B5EF","FFFFFF","1"
"12-203-9-sj2-1","2502","2039","Good Samaritan to Carnes Hill","School buses","712","00B5EF","FFFFFF","1"
"12-204-0-sj2-1","2502","2040","Thomas Hassall College to Prestons","School buses","712","00B5EF","FFFFFF","1"
"12-204-1-sj2-1","2502","2041","William Carey Christian School to Rossmore","School buses","712","00B5EF","FFFFFF","1"
"12-204-2-sj2-1","2502","2042","Holy Spirit PS to Austral","School buses","712","00B5EF","FFFFFF","1"
"12-204-3-sj2-1","2502","2043","Magdalene HS to Leppington","School buses","712","00B5EF","FFFFFF","1"
"12-204-4-sj2-1","2502","2044","Leppington PS to Ridge Square and Narellan","School buses","712","00B5EF","FFFFFF","1"
"12-204-5-sj2-1","2502","2045","Richardson Rd to Casula Mall","School buses","712","00B5EF","FFFFFF","1"
"12-204-6-sj2-1","2502","2046","Casula PS to Liverpool","School buses","712","00B5EF","FFFFFF","1"
"12-204-8-sj2-1","2502","2048","Unity Grammar College to Hume Hwy after Graham Av","School buses","712","00B5EF","FFFFFF","1"
"12-205-1-sj2-1","2502","2051","John Edmondson HS to Rossmore and Leppington","School buses","712","00B5EF","FFFFFF","1"
"12-205-2-sj2-1","2502","2052","St Gregorys College to Austral","School buses","712","00B5EF","FFFFFF","1"
"12-205-3-sj2-1","2502","2053","Magdalene HS to Leppington","School buses","712","00B5EF","FFFFFF","1"
"12-205-4-sj2-1","2502","2054","Macarthur Anglican College to Leppington","School buses","712","00B5EF","FFFFFF","1"
"12-205-6-sj2-1","2502","2056","Cecil Hills HS to Austral","School buses","712","00B5EF","FFFFFF","1"
"12-205-8-sj2-1","2502","2058","Lurnea PS to Horningsea Park","School buses","712","00B5EF","FFFFFF","1"
"12-206-0-sj2-1","2502","2060","Unity Grammar College to Lurnea","School buses","712","00B5EF","FFFFFF","1"
"12-206-1-sj2-1","2502","2061","Lurnea HS to Liverpool","School buses","712","00B5EF","FFFFFF","1"
"12-206-3-sj2-1","2502","2063","William Carey Christian School to Glen Innes","School buses","712","00B5EF","FFFFFF","1"
"12-206-4-sj2-1","2502","2064","Clancy College to Prestons","School buses","712","00B5EF","FFFFFF","1"
"12-206-5-sj2-1","2502","2065","Clancy College to Prestons","School buses","712","00B5EF","FFFFFF","1"
"12-206-7-sj2-1","2502","2067","Casula HS to Prestons","School buses","712","00B5EF","FFFFFF","1"
"12-206-8-sj2-1","2502","2068","Dalmeny PS to Prestons","School buses","712","00B5EF","FFFFFF","1"
"12-206-9-sj2-1","2502","2069","Ingleburn HS to Denham Court","School buses","712","00B5EF","FFFFFF","1"
"12-207-0-sj2-1","2502","2070","Casula HS to Prestons","School buses","712","00B5EF","FFFFFF","1"
"12-207-1-sj2-1","2502","2071","Thomas Hassall College to Liverpool","School buses","712","00B5EF","FFFFFF","1"
"12-207-6-sj2-1","2502","2076","St Benedict's College to Bringelly","School buses","712","00B5EF","FFFFFF","1"
"12-207-7-sj2-1","2502","2077","Holy Family PS to Bringelly","School buses","712","00B5EF","FFFFFF","1"
"12-207-8-sj2-1","2502","2078","All Saints HS to Liverpool","School buses","712","00B5EF","FFFFFF","1"
"12-208-0-sj2-1","2502","2080","Clancy College to Prestons and Casula","School buses","712","00B5EF","FFFFFF","1"
"12-208-2-sj2-1","2502","2082","Clancy College to Prestons","School buses","712","00B5EF","FFFFFF","1"
"12-300-1-sj2-1","2502","3001","Macquarie Links and Governors Way to St Gregorys College","School buses","712","00B5EF","FFFFFF","1"
"12-300-2-sj2-1","2502","3002","Stranraer and Ballantrae to Bardia PS","School buses","712","00B5EF","FFFFFF","1"
"12-300-3-sj2-1","2502","3003","Minto to Leumeah HS","School buses","712","00B5EF","FFFFFF","1"
"12-300-4-sj2-1","2502","3004","Mortimer and Guernsey to Macquarie Fields HS","School buses","712","00B5EF","FFFFFF","1"
"12-300-5-sj2-1","2502","3005","Wills and Kingdon to Mt Carmel HS","School buses","712","00B5EF","FFFFFF","1"
"12-300-6-sj2-1","2502","3006","Ingleburn Station to Macquarie Fields HS","School buses","712","00B5EF","FFFFFF","1"
"12-300-7-sj2-1","2502","3007","Macquarie Fields Station to Mt Carmel HS","School buses","712","00B5EF","FFFFFF","1"
"12-300-9-sj2-1","2502","3009","Hansens Rd and Duncan St to Mt Carmel HS","School buses","712","00B5EF","FFFFFF","1"
"12-301-0-sj2-1","2502","3010","Macarthur Square to William Carey Christian School","School buses","712","00B5EF","FFFFFF","1"
"12-301-2-sj2-1","2502","3012","Ingleburn Station to Inglburn HS","School buses","712","00B5EF","FFFFFF","1"
"12-301-3-sj2-1","2502","3013","Evelyn St and Grounsel Ave to Glenfield PS","School buses","712","00B5EF","FFFFFF","1"
"12-301-4-sj2-1","2502","3014","Macquarie Fields Shops to Ingleburn PS","School buses","712","00B5EF","FFFFFF","1"
"12-301-5-sj2-1","2502","3015","Townson and Westmoreland to Mt Carmel HS","School buses","712","00B5EF","FFFFFF","1"
"12-301-6-sj2-1","2502","3016","Rudd Rd and Queen St to William Carey Christian School","School buses","712","00B5EF","FFFFFF","1"
"12-301-7-sj2-1","2502","3017","Campbelltown and Central Park to St Andrews PS","School buses","712","00B5EF","FFFFFF","1"
"12-301-8-sj2-1","2502","3018","Campbelltown and Central Park to Mary Immaculate PS","School buses","712","00B5EF","FFFFFF","1"
"12-301-9-sj2-1","2502","3019","Eschol Park to Raby Shops","School buses","712","00B5EF","FFFFFF","1"
"12-302-0-sj2-1","2502","3020","Minto Mall to The Grange PS and Sackville PS","School buses","712","00B5EF","FFFFFF","1"
"12-302-1-sj2-1","2502","3021","Interline Depot to St Gregorys College","School buses","712","00B5EF","FFFFFF","1"
"12-302-2-sj2-1","2502","3022","Wills and Kingdon to Sackville Street PS","School buses","712","00B5EF","FFFFFF","1"
"12-302-4-sj2-1","2502","3024","Robert Townson HS to William Carey Christian School","School buses","712","00B5EF","FFFFFF","1"
"12-302-5-sj2-1","2502","3025","Victoria and Atchison Rds to Inglburn HS","School buses","712","00B5EF","FFFFFF","1"
"12-302-6-sj2-1","2502","3026","Ballantrae and Inverness to Robert Townsend HS","School buses","712","00B5EF","FFFFFF","1"
"12-302-7-sj2-1","2502","3027","Campbelltown and Bouddi to Mt Carmel HS","School buses","712","00B5EF","FFFFFF","1"
"12-302-8-sj2-1","2502","3028","Varroville to Mt Carmel HS and St Andrews PS","School buses","712","00B5EF","FFFFFF","1"
"12-302-9-sj2-1","2502","3029","Glenfield to Mt Carmel HS","School buses","712","00B5EF","FFFFFF","1"
"12-303-0-sj2-1","2502","3030","Raby Shops to St Johns PS","School buses","712","00B5EF","FFFFFF","1"
"12-303-1-sj2-1","2502","3031","Ingleburn Station to Leumeah HS","School buses","712","00B5EF","FFFFFF","1"
"12-303-2-sj2-1","2502","3032","Westmoreland and Hansens to Ingleburn Station","School buses","712","00B5EF","FFFFFF","1"
"12-303-3-sj2-1","2502","3033","Macquarie Fields Shops to Liverpool Boys HS","School buses","712","00B5EF","FFFFFF","1"
"12-303-4-sj2-1","2502","3034","Ingleburn HS to Minto Station","School buses","712","00B5EF","FFFFFF","1"
"12-303-5-sj2-1","2502","3035","Hansens Rd and Duncan St to Minto Station","School buses","712","00B5EF","FFFFFF","1"
"12-303-6-sj2-1","2502","3036","Mt Carmel HS to Ingleburn","School buses","712","00B5EF","FFFFFF","1"
"12-303-7-sj2-1","2502","3037","Townson Av and Westmoreland Rd to Minto PS","School buses","712","00B5EF","FFFFFF","1"
"12-303-8-sj2-1","2502","3038","Salisbury and Newtown to Glenfield PS","School buses","712","00B5EF","FFFFFF","1"
"12-304-0-sj2-1","2502","3040","Campbelltown Station to Mt Carmel High School","School buses","712","00B5EF","FFFFFF","1"
"12-31-sj2-1","2502","31","Camden to Cut Hill Rd, Cobbitty via Coates Park Rd","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"12-32-sj2-1","2502","32","Camden to Warragamba via Theresa Park and Werombi","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"12-38-sj2-1","2502","38","Camden to Spring Creek and Brownlow Hill (Loop Service)","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"12-39-sj2-1","2502","39","Camden to The Oaks via Mowbray Park and Belimbla Park","Sydney Buses Network","700","00B5EF","FFFFFF","1"
"12-400-1-sj2-1","2502","4001","Ingleburn PS to Oxford and Collins","School buses","712","00B5EF","FFFFFF","1"
"12-400-2-sj2-1","2502","4002","Macquarie Fields HS to Macquarie Fields Station","School buses","712","00B5EF","FFFFFF","1"
"12-400-3-sj2-1","2502","4003","Glenfield PS to Macquarie Fields","School buses","712","00B5EF","FFFFFF","1"
"12-400-4-sj2-1","2502","4004","Holy Family to Raby","School buses","712","00B5EF","FFFFFF","1"
"12-400-5-sj2-1","2502","4005","Mary Immaculate PS to Bow Bowing","School buses","712","00B5EF","FFFFFF","1"
"12-400-6-sj2-1","2502","4006","St Andrews PS to Varroville","School buses","712","00B5EF","FFFFFF","1"
"12-400-7-sj2-1","2502","4007","Mt Carmel HS to Long Point","School buses","712","00B5EF","FFFFFF","1"
"12-400-8-sj2-1","2502","4008","St Gregorys College to Macquarie Fields","School buses","712","00B5EF","FFFFFF","1"
"12-400-9-sj2-1","2502","4009","William Carey Christian School to Raby","School buses","712","00B5EF","FFFFFF","1"
"12-401-0-sj2-1","2502","4010","William Carey Christian School to Campbelltown","School buses","712","00B5EF","FFFFFF","1"
"12-401-1-sj2-1","2502","4011","Casula HS to Glenquarie Shops","School buses","712","00B5EF","FFFFFF","1"
"12-401-2-sj2-1","2502","4012","Macquarie Fields HS to Macquarie Fields Station","School buses","712","00B5EF","FFFFFF","1"
"12-401-3-sj2-1","2502","4013","Macquarie Fields HS to Ingleburn","School buses","712","00B5EF","FFFFFF","1"
"12-401-4-sj2-1","2502","4014","Ingleburn Station to Macquarie Fields","School buses","712","00B5EF","FFFFFF","1"
"12-401-5-sj2-1","2502","4015","Mt Carmel HS to Ingleburn","School buses","712","00B5EF","FFFFFF","1"
"12-401-6-sj2-1","2502","4016","Robert Townson HS to Minto Station","School buses","712","00B5EF","FFFFFF","1"
"12-401-7-sj2-1","2502","4017","Leumeah HS to Townson Ave","School buses","712","00B5EF","FFFFFF","1"
"12-401-8-sj2-1","2502","4018","St Johns PS to Raby and St Andrews PS","School buses","712","00B5EF","FFFFFF","1"
"12-401-9-sj2-1","2502","4019","Robert Townson HS to Eagle Vale","School buses","712","00B5EF","FFFFFF","1"
"12-402-0-sj2-1","2502","4020","Eagle Vale HS to Raby","School buses","712","00B5EF","FFFFFF","1"
"12-402-1-sj2-1","2502","4021","Leumeah HS to Minto","School buses","712","00B5EF","FFFFFF","1"
"12-402-3-sj2-1","2502","4023","Robert Townson HS to Bow Bowing","School buses","712","00B5EF","FFFFFF","1"
"12-402-4-sj2-1","2502","4024","St Andrews PS to Minto Station","School buses","712","00B5EF","FFFFFF","1"
"12-402-6-sj2-1","2502","4026","Mt Carmel HS to Minto Heights","School buses","712","00B5EF","FFFFFF","1"
"12-402-7-sj2-1","2502","4027","Robert Townson HS to St Andrews PS","School buses","712","00B5EF","FFFFFF","1"
"12-402-8-sj2-1","2502","4028","William Carey Christian School to Minto","School buses","712","00B5EF","FFFFFF","1"
"12-402-9-sj2-1","2502","4029","Mt Carmel HS to Ingleburn","School buses","712","00B5EF","FFFFFF","1"
"12-403-0-sj2-1","2502","4030","Minto to Minto Heights","School buses","712","00B5EF","FFFFFF","1"
"12-403-1-sj2-1","2502","4031","Bardia PS to Bow Bowing and St Andrews","School buses","712","00B5EF","FFFFFF","1"
"12-403-2-sj2-1","2502","4032","Mt Carmel HS to Glenfield Station","School buses","712","00B5EF","FFFFFF","1"
"12-403-3-sj2-1","2502","4033","Robert Townson HS to St Andrews PS","School buses","712","00B5EF","FFFFFF","1"
"12-403-4-sj2-1","2502","4034","St Gregorys College to Macquarie Fields","School buses","712","00B5EF","FFFFFF","1"
"12-403-5-sj2-1","2502","4035","Mount Carmel High School to Denham Court","School buses","712","00B5EF","FFFFFF","1"
"12-403-6-sj2-1","2502","4036","St Francis College to Camden Lakeside Golf Course","School buses","712","00B5EF","FFFFFF","1"
"12-403-7-sj2-1","2502","4037","William Carey Christian School to Leppington","School buses","712","00B5EF","FFFFFF","1"
